assembly_accession
GCA_000349705.1
GCA_000372685.2
GCA_000390325.3
GCA_000393655.2
GCA_000400815.2
GCA_000403535.1
GCA_000412225.2
GCA_000441515.2
GCA_000442705.2
GCA_000469685.2
GCA_000469805.3
GCA_000472045.1
GCA_000497325.4
GCA_000499845.2
GCA_000507465.4
GCA_000510975.1
GCA_000511025.2
GCA_000512255.2
GCA_000512565.3
GCA_000512585.3
GCA_000512605.3
GCA_000512975.1
GCA_000523025.1
GCA_000568005.1
GCA_000568055.1
GCA_000568365.1
GCA_000573905.2
GCA_000576065.2
GCA_000576495.2
GCA_000590845.2
GCA_000599445.1
GCA_000612285.2
GCA_000613145.2
GCA_000633125.1
GCA_000633615.2
GCA_000633955.1
GCA_000662435.2
GCA_000686985.2
GCA_000687475.2
GCA_000691945.2
GCA_000695525.1
GCA_000699105.1
GCA_000699145.1
GCA_000699445.3
GCA_000708925.1
GCA_000710275.1
GCA_000710875.1
GCA_000715075.2
GCA_000721915.3
GCA_000725905.1
GCA_000733195.1
GCA_000733235.3
GCA_000734875.3
GCA_000735185.1
GCA_000738735.6
GCA_000741045.2
GCA_000753965.2
GCA_000754195.3
GCA_000757645.3
GCA_000769245.1
GCA_000801105.3
GCA_000803125.3
GCA_000816755.2
GCA_000817615.1
GCA_000817635.1
GCA_000817695.3
GCA_000818155.1
GCA_000820565.1
GCA_000826755.1
GCA_000835755.2
GCA_000836335.2
GCA_000950795.1
GCA_000951615.2
GCA_000952015.1
GCA_000968835.1
GCA_000971825.1
GCA_000974265.2
GCA_000975215.1
GCA_000975585.2
GCA_000975615.2
GCA_000975645.3
GCA_000975675.2
GCA_000975705.2
GCA_000975735.4
GCA_000975765.2
GCA_000975795.2
GCA_000975825.2
GCA_000975915.3
GCA_000975945.2
GCA_000975975.3
GCA_000976005.2
GCA_000976035.2
GCA_000976065.2
GCA_000976095.2
GCA_000976125.2
GCA_000976155.4
GCA_000976215.2
GCA_000976245.2
GCA_000976275.4
GCA_000976305.2
GCA_000976335.2
GCA_000976365.2
GCA_000976395.2
GCA_000976425.2
GCA_000976455.3
GCA_000976485.2
GCA_000976515.2
GCA_000976545.2
GCA_000976575.4
GCA_000976605.3
GCA_000976665.2
GCA_000976695.3
GCA_000976725.3
GCA_000976755.2
GCA_000976785.2
GCA_000976815.3
GCA_000976845.3
GCA_000976875.3
GCA_000976905.2
GCA_000976935.2
GCA_000976965.3
GCA_000976995.2
GCA_000977025.2
GCA_000977055.4
GCA_000977085.2
GCA_000977115.3
GCA_000977145.2
GCA_000977175.3
GCA_000977205.2
GCA_000977235.2
GCA_000977265.3
GCA_000977295.3
GCA_000977325.2
GCA_000977355.3
GCA_000977385.2
GCA_000977415.2
GCA_000977445.2
GCA_000977475.3
GCA_000977505.2
GCA_000977535.2
GCA_000977565.2
GCA_000977595.3
GCA_000977625.3
GCA_000977655.2
GCA_000977685.2
GCA_000977715.4
GCA_000977745.2
GCA_000977805.2
GCA_000977835.2
GCA_000977865.2
GCA_000977895.3
GCA_000977925.3
GCA_000977955.2
GCA_000977985.2
GCA_000978015.2
GCA_000978075.3
GCA_000978105.2
GCA_000978135.2
GCA_000978165.2
GCA_000978195.3
GCA_000978225.2
GCA_000978255.2
GCA_000978285.2
GCA_000978315.2
GCA_000978345.2
GCA_000978805.1
GCA_000981445.1
GCA_000987745.1
GCA_001010845.3
GCA_001029055.1
GCA_001029075.1
GCA_001040885.1
GCA_001051215.1
GCA_001190045.1
GCA_001263575.2
GCA_001277935.1
GCA_001298375.2
GCA_001298625.1
GCA_001302255.2
GCA_001305255.1
GCA_001406875.2
GCA_001413975.1
GCA_001417835.1
GCA_001417885.1
GCA_001433935.1
GCA_001444195.3
GCA_001465895.2
GCA_001514335.2
GCA_001517995.1
GCA_001522545.3
GCA_001531365.2
GCA_001540865.1
GCA_001548555.1
GCA_001571465.2
GCA_001577835.2
GCA_001580425.1
GCA_001592655.1
GCA_001592805.2
GCA_001618785.1
GCA_001618795.1
GCA_001618945.2
GCA_001623345.3
GCA_001623365.2
GCA_001624865.1
GCA_001625195.1
GCA_001625215.2
GCA_001633185.5
GCA_001634645.1
GCA_001640025.2
GCA_001640805.2
GCA_001642375.2
GCA_001643685.2
GCA_001643735.4
GCA_001644905.2
GCA_001649575.2
GCA_001652605.1
GCA_001653235.2
GCA_001659605.2
GCA_001660455.1
GCA_001660625.3
GCA_001669875.1
GCA_001669905.1
GCA_001669935.1
GCA_001669965.1
GCA_001669995.1
GCA_001670025.1
GCA_001670055.1
GCA_001670085.1
GCA_001670115.1
GCA_001670145.1
GCA_001670175.1
GCA_001670205.1
GCA_001670235.1
GCA_001670265.1
GCA_001670295.1
GCA_001670325.1
GCA_001670355.1
GCA_001670385.1
GCA_001670415.1
GCA_001670845.1
GCA_001670935.1
GCA_001670965.1
GCA_001670995.1
GCA_001671025.1
GCA_001671055.1
GCA_001671085.1
GCA_001671115.1
GCA_001671165.1
GCA_001671195.1
GCA_001671225.1
GCA_001671255.1
GCA_001671285.1
GCA_001671315.1
GCA_001671345.1
GCA_001671375.1
GCA_001671405.1
GCA_001671435.1
GCA_001671565.1
GCA_001671595.1
GCA_001671625.1
GCA_001671655.1
GCA_001671685.1
GCA_001671715.1
GCA_001671745.1
GCA_001671775.1
GCA_001671805.1
GCA_001671835.1
GCA_001671865.1
GCA_001671895.1
GCA_001671925.1
GCA_001671955.1
GCA_001671985.1
GCA_001672515.1
GCA_001680005.1
GCA_001682475.1
GCA_001682895.1
GCA_001687265.1
GCA_001700915.1
GCA_001702695.2
GCA_001703955.2
GCA_001704415.2
GCA_001708085.1
GCA_001708105.1
GCA_001720195.2
GCA_001720245.2
GCA_001723175.3
GCA_001723775.1
GCA_001746935.2
GCA_001746955.1
GCA_001749815.1
GCA_001761485.1
GCA_001835785.2
GCA_001854445.2
GCA_001857865.1
GCA_001858045.3
GCA_001865875.1
GCA_001876935.1
GCA_001879085.1
GCA_001883655.1
GCA_001887755.1
GCA_001887795.1
GCA_001887905.1
GCA_001889745.1
GCA_001904815.2
GCA_001922835.1
GCA_001923025.3
GCA_001936135.1
GCA_001936155.1
GCA_001936275.1
GCA_001952365.3
GCA_001956935.2
GCA_001974645.2
GCA_001981405.1
GCA_001984235.2
GCA_001990705.1
GCA_002006585.1
GCA_002006925.1
GCA_002007445.3
GCA_002009905.3
GCA_002021735.2
GCA_002022765.4
GCA_002057635.1
GCA_002057805.1
GCA_002057885.1
GCA_002057995.1
GCA_002058095.1
GCA_002058645.1
GCA_002078875.2
GCA_002079025.1
GCA_002079055.1
GCA_002079085.1
GCA_002079115.1
GCA_002079145.1
GCA_002079175.1
GCA_002114115.1
GCA_002127325.2
GCA_002151415.1
GCA_002151565.1
GCA_002163515.1
GCA_002174335.1
GCA_002174835.2
GCA_002197605.1
GCA_002201575.2
GCA_002204515.1
GCA_002211085.2
GCA_002216045.1
GCA_002216205.1
GCA_002216725.1
GCA_002219185.1
GCA_002219195.1
GCA_002220415.3
GCA_002221485.1
GCA_002223825.1
GCA_002224895.2
GCA_002237135.2
GCA_002237135.5
GCA_002240015.2
GCA_002259225.3
GCA_002259235.3
GCA_002263795.4
GCA_002267005.1
GCA_002267025.1
GCA_002267045.1
GCA_002271885.2
GCA_002271905.1
GCA_002271945.1
GCA_002278615.1
GCA_002285895.2
GCA_002287475.2
GCA_002300595.1
GCA_002310755.1
GCA_002319775.1
GCA_002356615.1
GCA_002525835.2
GCA_002563875.1
GCA_002571405.2
GCA_002575655.3
GCA_002682915.2
GCA_002706865.3
GCA_002742065.1
GCA_002742125.1
GCA_002742605.1
GCA_002742825.1
GCA_002743455.1
GCA_002759435.3
GCA_002762355.2
GCA_002775205.2
GCA_002798355.1
GCA_002806865.2
GCA_002814295.2
GCA_002818315.1
GCA_002831465.1
GCA_002835845.1
GCA_002837175.5
GCA_002837675.1
GCA_002844635.1
GCA_002863925.1
GCA_002870075.4
GCA_002870075.5
GCA_002872995.1
GCA_002878395.3
GCA_002885995.1
GCA_002890555.2
GCA_002894005.2
GCA_002900995.3
GCA_002905335.2
GCA_002907465.1
GCA_002910315.2
GCA_002915635.3
GCA_002916435.2
GCA_002916465.2
GCA_002916485.2
GCA_002922805.2
GCA_002928295.1
GCA_002937415.1
GCA_002937425.1
GCA_002952155.1
GCA_002954035.1
GCA_002954075.1
GCA_002968435.1
GCA_002994745.2
GCA_003013175.1
GCA_003013715.2
GCA_003024255.1
GCA_003033685.1
GCA_003033695.1
GCA_003033855.1
GCA_003046395.2
GCA_003047355.2
GCA_003052745.1
GCA_003054305.1
GCA_003054345.1
GCA_003054365.1
GCA_003054405.1
GCA_003054445.1
GCA_003061485.1
GCA_003063285.2
GCA_003072535.4
GCA_003072545.4
GCA_003073045.1
GCA_003073215.2
GCA_003086255.1
GCA_003086295.3
GCA_003086655.1
GCA_003171515.3
GCA_003184285.1
GCA_003185025.1
GCA_003185045.1
GCA_003186165.1
GCA_003254395.2
GCA_003254725.2
GCA_003264535.1
GCA_003264555.1
GCA_003264595.1
GCA_003264615.1
GCA_003264635.1
GCA_003264665.1
GCA_003264685.1
GCA_003264715.1
GCA_003264755.1
GCA_003270145.1
GCA_003275755.1
GCA_003276325.1
GCA_003287225.3
GCA_003290485.1
GCA_003309015.1
GCA_003313235.2
GCA_003313485.2
GCA_003314205.2
GCA_003314715.1
GCA_003315725.1
GCA_003316975.2
GCA_003316995.2
GCA_003317015.2
GCA_003320035.1
GCA_003326515.1
GCA_003326525.1
GCA_003326555.1
GCA_003326565.1
GCA_003327605.1
GCA_003327635.1
GCA_003331165.2
GCA_003347535.2
GCA_003349995.2
GCA_003368295.1
GCA_003369685.2
GCA_003369695.2
GCA_003397115.2
GCA_003400415.2
GCA_003401635.1
GCA_003401685.1
GCA_003401735.1
GCA_003401745.1
GCA_003401795.1
GCA_003401805.1
GCA_003401855.1
GCA_003401885.1
GCA_003401915.1
GCA_003401925.1
GCA_003401975.1
GCA_003402005.1
GCA_003402015.1
GCA_003402055.1
GCA_003412495.2
GCA_003417725.2
GCA_003430845.1
GCA_003434825.1
GCA_003435595.3
GCA_003454735.1
GCA_003473485.2
GCA_003544955.1
GCA_003573695.1
GCA_003576645.1
GCA_003576665.1
GCA_003590095.1
GCA_003597395.2
GCA_003604175.2
GCA_003604295.2
GCA_003615085.1
GCA_003668045.2
GCA_003672135.1
GCA_003676215.3
GCA_003689015.2
GCA_003691605.1
GCA_003704035.3
GCA_003709285.1
GCA_003711565.2
GCA_003711585.2
GCA_003713155.1
GCA_003713205.1
GCA_003713225.1
GCA_003719635.1
GCA_003719665.1
GCA_003814445.1
GCA_003829775.2
GCA_003845795.1
GCA_003850225.1
GCA_003856775.1
GCA_003856795.1
GCA_003865215.1
GCA_003865235.1
GCA_003952965.2
GCA_003955835.1
GCA_003957555.2
GCA_003957565.4
GCA_003958685.2
GCA_003971505.1
GCA_003977725.1
GCA_003990805.1
GCA_003990815.1
GCA_003999625.1
GCA_003999685.1
GCA_004006655.3
GCA_004007595.1
GCA_004011695.2
GCA_004014915.1
GCA_004014935.1
GCA_004023545.1
GCA_004026145.2
GCA_004027125.1
GCA_004027225.2
GCA_004109745.1
GCA_004115005.2
GCA_004115045.4
GCA_004115215.4
GCA_004115265.3
GCA_004115385.1
GCA_004118075.2
GCA_004119915.2
GCA_004126475.3
GCA_004135705.1
GCA_004148225.2
GCA_004170445.1
GCA_004193775.2
GCA_004210375.1
GCA_004217705.1
GCA_004299765.1
GCA_004299825.1
GCA_004320505.1
GCA_004328465.1
GCA_004329165.1
GCA_004329205.1
GCA_004329235.1
GCA_004329385.1
GCA_004337975.1
GCA_004337985.1
GCA_004346965.1
GCA_004347445.1
GCA_004348095.1
GCA_004348135.1
GCA_004348155.2
GCA_004348285.1
GCA_004353265.1
GCA_004354385.1
GCA_004354385.2
GCA_004354405.1
GCA_004354835.1
GCA_004355905.1
GCA_004364475.1
GCA_004367855.1
GCA_004367875.1
GCA_004367895.1
GCA_004367955.1
GCA_004368105.4
GCA_004379255.2
GCA_004382145.1
GCA_004382185.1
GCA_004382195.2
GCA_004526295.1
GCA_004634155.1
GCA_004664715.2
GCA_004785585.1
GCA_004785595.1
GCA_004785725.2
GCA_004786185.1
GCA_004786255.1
GCA_004794335.1
GCA_004798055.1
GCA_004798075.2
GCA_004801215.2
GCA_004837865.1
GCA_004886185.2
GCA_005234155.1
GCA_005239225.2
GCA_005281545.1
GCA_005286985.2
GCA_005393395.2
GCA_005444595.1
GCA_005498985.1
GCA_005508785.2
GCA_005610355.1
GCA_005771605.1
GCA_005870125.1
GCA_005887515.3
GCA_005890745.1
GCA_005890765.1
GCA_005890775.1
GCA_005931075.1
GCA_006130075.1
GCA_006149115.2
GCA_006149155.1
GCA_006228365.1
GCA_006229205.1
GCA_006345805.1
GCA_006352305.1
GCA_006386435.1
GCA_006506795.2
GCA_006511355.2
GCA_006547405.1
GCA_006937295.1
GCA_007115665.2
GCA_007210705.1
GCA_007364275.2
GCA_007399415.1
GCA_007474595.2
GCA_007644095.1
GCA_007655135.2
GCA_007674295.1
GCA_007726485.1
GCA_007735645.1
GCA_007827005.2
GCA_007844105.2
GCA_007844125.1
GCA_007844225.2
GCA_007896545.1
GCA_007927625.1
GCA_007989325.2
GCA_007990325.1
GCA_007990345.1
GCA_007990455.1
GCA_007990485.1
GCA_007993695.1
GCA_008009225.1
GCA_008032055.1
GCA_008032255.1
GCA_008044935.1
GCA_008080495.1
GCA_008086715.1
GCA_008086725.1
GCA_008086755.1
GCA_008086845.1
GCA_008121215.1
GCA_008121225.1
GCA_008121235.1
GCA_008121275.1
GCA_008124465.1
GCA_008274985.1
GCA_008275145.1
GCA_008315115.2
GCA_008360975.3
GCA_008369825.1
GCA_008452705.1
GCA_008452715.1
GCA_008452725.1
GCA_008452735.1
GCA_008452785.1
GCA_008629595.1
GCA_008629635.2
GCA_008632895.1
GCA_008638375.1
GCA_008641055.3
GCA_008642245.2
GCA_008658365.1
GCA_008658375.2
GCA_008692025.1
GCA_008692095.1
GCA_008692375.1
GCA_008728235.1
GCA_008729295.2
GCA_008746955.3
GCA_008761655.1
GCA_008782695.1
GCA_008787405.2
GCA_008795835.1
GCA_008795845.1
GCA_008807755.1
GCA_008807775.1
GCA_008807795.1
GCA_008807815.1
GCA_008822105.2
GCA_008822115.3
GCA_008822125.1
GCA_008831285.2
GCA_008932095.1
GCA_009017415.1
GCA_009026015.1
GCA_009078335.1
GCA_009078355.1
GCA_009176585.1
GCA_009192285.1
GCA_009193385.2
GCA_009299965.1
GCA_009299975.1
GCA_009363875.1
GCA_009389715.1
GCA_009493645.1
GCA_009493655.1
GCA_009498055.1
GCA_009498075.1
GCA_009498095.1
GCA_009498115.1
GCA_009498135.1
GCA_009556855.1
GCA_009613055.1
GCA_009613065.1
GCA_009650485.2
GCA_009650675.1
GCA_009650685.1
GCA_009650705.1
GCA_009650955.1
GCA_009663005.1
GCA_009663055.1
GCA_009663115.1
GCA_009663275.1
GCA_009663385.1
GCA_009664405.1
GCA_009667805.1
GCA_009720345.1
GCA_009725075.1
GCA_009727055.1
GCA_009730915.2
GCA_009731565.1
GCA_009733165.1
GCA_009738405.1
GCA_009739505.2
GCA_009741485.1
GCA_009746105.1
GCA_009756435.1
GCA_009756495.1
GCA_009760805.1
GCA_009760825.1
GCA_009760885.1
GCA_009761385.1
GCA_009761765.1
GCA_009761775.1
GCA_009762305.2
GCA_009762535.1
GCA_009762815.1
GCA_009763385.1
GCA_009764475.2
GCA_009764565.4
GCA_009764595.1
GCA_009769465.1
GCA_009769525.1
GCA_009769535.1
GCA_009769545.1
GCA_009769605.1
GCA_009769625.2
GCA_009797565.1
GCA_009805545.1
GCA_009806435.2
GCA_009819535.1
GCA_009819595.1
GCA_009819605.1
GCA_009819645.1
GCA_009819655.1
GCA_009819705.1
GCA_009819775.1
GCA_009819795.1
GCA_009819825.1
GCA_009819885.2
GCA_009823395.1
GCA_009827155.1
GCA_009827175.1
GCA_009829125.3
GCA_009829145.1
GCA_009829155.1
GCA_009829375.1
GCA_009829395.1
GCA_009829725.1
GCA_009830595.1
GCA_009831025.1
GCA_009831045.1
GCA_009831255.1
GCA_009831275.1
GCA_009831295.1
GCA_009831315.1
GCA_009831335.1
GCA_009831355.1
GCA_009834535.1
GCA_009835125.1
GCA_009856665.1
GCA_009859065.2
GCA_009859135.1
GCA_009870125.2
GCA_009873245.3
GCA_009905375.1
GCA_009938135.1
GCA_009982885.2
GCA_010015445.1
GCA_010065285.1
GCA_010065295.1
GCA_010065305.1
GCA_010065315.1
GCA_010065385.1
GCA_010065405.1
GCA_010076225.1
GCA_010078415.1
GCA_010078445.1
GCA_010080355.1
GCA_010080425.1
GCA_010082375.1
GCA_010084205.1
GCA_010085355.1
GCA_010087175.1
GCA_010090195.1
GCA_010111755.1
GCA_010119995.1
GCA_010127505.1
GCA_010134655.1
GCA_010183535.1
GCA_010232095.1
GCA_010233705.1
GCA_010233735.1
GCA_010356925.1
GCA_010356935.1
GCA_010367695.1
GCA_010411085.1
GCA_010458925.1
GCA_010577795.1
GCA_010645085.2
GCA_010645155.1
GCA_010665275.2
GCA_010882105.1
GCA_010883055.1
GCA_010883175.1
GCA_010909765.2
GCA_010993605.1
GCA_010994315.2
GCA_011004845.1
GCA_011004875.1
GCA_011022315.1
GCA_011032805.1
GCA_011033045.2
GCA_011057505.1
GCA_011064425.1
GCA_011064685.2
GCA_011074415.1
GCA_011074865.2
GCA_011074885.2
GCA_011075055.1
GCA_011075105.1
GCA_011076525.1
GCA_011077185.1
GCA_011100585.1
GCA_011100635.1
GCA_011100685.1
GCA_011114355.1
GCA_011125445.2
GCA_011170295.1
GCA_011290525.1
GCA_011316215.1
GCA_011316535.1
GCA_011386835.2
GCA_011397275.1
GCA_011397635.1
GCA_011420285.2
GCA_011696235.1
GCA_011750605.1
GCA_011762505.3
GCA_011762515.1
GCA_011762535.1
GCA_011762595.2
GCA_011799875.1
GCA_011800105.1
GCA_011800145.1
GCA_011800155.1
GCA_011800845.1
GCA_011801205.1
GCA_011823955.1
GCA_011833715.1
GCA_011952075.1
GCA_011952085.1
GCA_011952095.1
GCA_011952105.1
GCA_012044875.1
GCA_012045015.1
GCA_012070555.1
GCA_012272995.1
GCA_012273795.1
GCA_012273815.2
GCA_012273895.2
GCA_012275295.1
GCA_012295165.1
GCA_012295215.1
GCA_012295235.2
GCA_012295265.2
GCA_012295275.1
GCA_012393435.1
GCA_012411365.1
GCA_012432095.1
GCA_012460135.3
GCA_012489685.2
GCA_012654025.1
GCA_012861695.1
GCA_012895975.1
GCA_012896145.1
GCA_012896275.1
GCA_012896415.1
GCA_012896555.1
GCA_012896705.1
GCA_012896875.1
GCA_012896995.1
GCA_012897115.1
GCA_012897275.1
GCA_012931545.1
GCA_012931725.1
GCA_012934335.1
GCA_012977825.3
GCA_012979215.2
GCA_012979555.1
GCA_013030365.1
GCA_013036085.2
GCA_013036135.2
GCA_013085055.1
GCA_013099955.1
GCA_013100865.1
GCA_013103745.1
GCA_013133815.1
GCA_013141755.1
GCA_013146195.2
GCA_013167095.2
GCA_013168755.1
GCA_013177335.1
GCA_013177555.1
GCA_013265535.1
GCA_013265735.3
GCA_013266295.2
GCA_013276365.2
GCA_013282895.1
GCA_013283005.1
GCA_013332515.1
GCA_013339685.2
GCA_013339695.2
GCA_013339725.1
GCA_013339745.2
GCA_013339765.2
GCA_013340165.1
GCA_013340865.2
GCA_013347345.2
GCA_013347355.2
GCA_013347535.2
GCA_013347765.1
GCA_013347855.1
GCA_013348765.1
GCA_013350305.1
GCA_013350335.1
GCA_013358625.1
GCA_013358685.1
GCA_013358815.1
GCA_013358895.1
GCA_013368275.1
GCA_013368585.1
GCA_013368605.1
GCA_013368755.1
GCA_013371645.1
GCA_013373865.2
GCA_013377495.2
GCA_013387185.1
GCA_013390285.1
GCA_013396615.1
GCA_013396915.1
GCA_013397655.1
GCA_013398295.1
GCA_013398505.2
GCA_013399335.1
GCA_013399435.1
GCA_013400755.1
GCA_013400895.1
GCA_013401115.1
GCA_013401445.1
GCA_013402915.1
GCA_013403625.1
GCA_013407035.1
GCA_013407115.1
GCA_013416215.1
GCA_013421045.1
GCA_013423225.1
GCA_013423235.1
GCA_013423245.1
GCA_013423255.1
GCA_013423265.1
GCA_013425905.1
GCA_013426205.1
GCA_013433145.1
GCA_013433165.1
GCA_013435755.1
GCA_013436485.1
GCA_013436515.1
GCA_013496395.1
GCA_013618965.1
GCA_013621005.1
GCA_013676235.1
GCA_013694445.1
GCA_013753865.1
GCA_013758885.1
GCA_013841245.2
GCA_014108245.2
GCA_014117465.1
GCA_014117485.1
GCA_014132275.2
GCA_014132575.2
GCA_014133895.1
GCA_014133995.2
GCA_014154955.1
GCA_014170255.2
GCA_014176215.2
GCA_014182365.1
GCA_014182375.1
GCA_014182385.1
GCA_014182395.1
GCA_014182405.2
GCA_014182515.1
GCA_014182545.1
GCA_014182555.1
GCA_014182565.1
GCA_014182575.1
GCA_014182585.1
GCA_014182695.1
GCA_014182705.1
GCA_014182715.1
GCA_014182725.1
GCA_014182735.1
GCA_014182845.1
GCA_014182855.1
GCA_014182885.2
GCA_014182895.1
GCA_014182915.2
GCA_014183145.1
GCA_014217455.1
GCA_014217725.1
GCA_014218235.1
GCA_014281875.1
GCA_014282245.1
GCA_014296215.1
GCA_014300015.1
GCA_014332655.1
GCA_014334755.1
GCA_014334775.1
GCA_014334795.1
GCA_014334815.1
GCA_014337955.2
GCA_014356515.1
GCA_014356525.1
GCA_014441545.1
GCA_014465815.1
GCA_014466175.1
GCA_014466185.1
GCA_014466195.1
GCA_014490615.1
GCA_014493585.1
GCA_014523465.1
GCA_014525375.1
GCA_014526345.1
GCA_014529385.2
GCA_014529475.1
GCA_014607475.1
GCA_014607495.2
GCA_014621495.2
GCA_014633355.1
GCA_014633365.1
GCA_014633375.1
GCA_014635995.1
GCA_014636745.2
GCA_014673535.1
GCA_014673565.1
GCA_014706295.2
GCA_014706415.1
GCA_014743375.2
GCA_014751505.1
GCA_014773155.1
GCA_014784225.2
GCA_014805325.1
GCA_014805675.2
GCA_014805685.1
GCA_014825825.1
GCA_014825855.1
GCA_014825875.1
GCA_014825925.1
GCA_014825975.1
GCA_014826065.1
GCA_014839685.1
GCA_014839755.1
GCA_014839805.1
GCA_014839835.1
GCA_014839995.1
GCA_014843695.1
GCA_014843725.1
GCA_014851415.1
GCA_014851425.1
GCA_014857085.1
GCA_014857105.1
GCA_014858505.1
GCA_014858855.1
GCA_014863905.1
GCA_014871385.1
GCA_014871845.1
GCA_014872705.1
GCA_014873065.1
GCA_014898825.1
GCA_014898935.1
GCA_014905175.1
GCA_014905235.2
GCA_014964335.1
GCA_015076265.1
GCA_015104395.2
GCA_015143295.1
GCA_015220075.1
GCA_015220235.1
GCA_015220715.1
GCA_015220745.1
GCA_015220805.1
GCA_015227675.2
GCA_015227805.3
GCA_015227895.2
GCA_015237465.2
GCA_015245375.1
GCA_015342785.2
GCA_015342795.1
GCA_015343265.1
GCA_015353015.1
GCA_015353045.1
GCA_015443085.1
GCA_015461965.1
GCA_015476345.1
GCA_015476405.1
GCA_015476505.1
GCA_015484525.1
GCA_015501955.1
GCA_015501965.1
GCA_015532645.2
GCA_015678955.1
GCA_015680905.1
GCA_015708395.1
GCA_015708445.2
GCA_015708805.1
GCA_015708825.1
GCA_015730445.1
GCA_015731905.1
GCA_015732765.1
GCA_015776825.1
GCA_015832195.1
GCA_015832445.1
GCA_015846415.1
GCA_015852505.1
GCA_015852565.1
GCA_015852585.1
GCA_015852605.2
GCA_015883425.2
GCA_015952705.1
GCA_016071775.1
GCA_016077325.2
GCA_016081115.2
GCA_016086655.5
GCA_016097095.1
GCA_016097175.1
GCA_016097185.1
GCA_016097195.1
GCA_016097205.1
GCA_016097225.1
GCA_016097375.2
GCA_016097395.1
GCA_016097425.1
GCA_016097485.1
GCA_016097545.1
GCA_016097555.1
GCA_016097595.1
GCA_016097605.1
GCA_016097615.1
GCA_016097725.2
GCA_016103905.1
GCA_016128335.2
GCA_016134885.1
GCA_016161715.1
GCA_016161765.1
GCA_016161775.1
GCA_016161785.1
GCA_016161805.1
GCA_016161855.1
GCA_016161875.1
GCA_016161885.1
GCA_016161935.1
GCA_016163705.1
GCA_016163735.1
GCA_016163745.1
GCA_016164145.2
GCA_016165845.1
GCA_016166095.2
GCA_016166325.2
GCA_016170015.1
GCA_016170025.1
GCA_016170035.1
GCA_016170085.2
GCA_016170095.2
GCA_016254315.1
GCA_016271365.2
GCA_016403345.1
GCA_016413765.1
GCA_016413885.1
GCA_016413895.1
GCA_016432835.1
GCA_016432845.1
GCA_016432855.1
GCA_016432865.2
GCA_016433145.1
GCA_016495645.1
GCA_016495665.1
GCA_016495685.1
GCA_016508615.1
GCA_016509475.2
GCA_016509815.2
GCA_016545825.1
GCA_016617805.2
GCA_016617915.1
GCA_016617935.1
GCA_016617945.1
GCA_016618105.1
GCA_016624345.1
